"vehicle_type","towing_and_articulation","vehicle_manoeuvre","vehicle_location.restricted_lane","junction_location","skidding_and_overturning","hit_object_in_carriageway","vehicle_leaving_carriageway","hit_object_off_carriageway","X1st_point_of_impact","was_vehicle_left_hand_drive.","journey_purpose_of_driver","sex_of_driver","age_of_driver","age_band_of_driver","engine_capacity_.cc.","propulsion_code","age_of_vehicle","driver_home_area_type","number_of_vehicles","day_of_week","time","X1st_road_class","road_type","speed_limit","junction_detail","junction_control","X2nd_road_class","pedestrian_crossing.human_control","pedestrian_crossing.physical_facilities","light_conditions","weather_conditions","road_surface_conditions","special_conditions_at_site","carriageway_hazards","urban_or_rural_area","pedestrian_location","pedestrian_movement","fatal"
3,0,18,0,0,0,0,0,0,1,1,1,1,18,4,108,1,4,1,3,1,"14:26:00",6,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"0","0",0
20,0,5,0,1,0,0,0,0,0,1,1,1,42,7,4764,2,7,1,2,2,"13:35:00",3,6,30,3,2,6,0,5,1,1,1,0,0,1,"NA","NA",0
3,0,13,0,1,1,0,0,0,3,1,6,1,21,5,124,1,18,NA,2,2,"13:35:00",3,6,30,3,2,6,0,5,1,1,1,0,0,1,"0","0",0
9,0,18,0,8,0,0,0,0,4,1,6,1,NA,NA,1599,1,7,1,2,2,"20:30:00",3,6,30,6,4,6,0,1,1,1,1,0,0,1,"NA","NA",0
1,0,18,0,8,0,0,0,0,1,1,2,2,34,6,NA,NA,NA,1,2,2,"20:30:00",3,6,30,6,4,6,0,1,1,1,1,0,0,1,"0","0",0
9,0,9,0,8,0,0,0,0,4,1,6,1,35,6,NA,NA,NA,1,2,1,"11:28:00",3,6,30,3,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
4,0,18,0,8,0,0,0,0,1,1,6,2,34,6,600,1,1,1,2,1,"11:28:00",3,6,30,3,4,6,0,0,1,1,1,0,0,1,"0","0",0
3,0,12,0,1,0,0,0,0,1,1,6,1,18,4,124,1,5,1,2,4,"13:00:00",3,3,30,3,2,3,0,5,1,1,1,0,0,1,"0","0",0
9,0,3,0,1,0,0,0,0,4,1,1,2,26,6,1598,1,3,1,2,4,"13:00:00",3,3,30,3,2,3,0,5,1,1,1,0,0,1,"NA","NA",0
1,0,18,0,2,0,0,0,0,1,1,6,1,25,5,NA,NA,NA,1,1,3,"08:15:00",5,6,30,6,2,3,0,5,1,1,1,0,0,1,"0","0",0
1,0,18,0,2,0,0,0,0,1,1,6,1,25,5,NA,NA,NA,1,1,3,"08:15:00",5,6,30,6,2,3,0,5,1,1,1,0,0,1,"1","1",0
3,0,14,0,0,0,0,0,0,1,1,6,1,22,5,124,1,NA,1,2,3,"07:45:00",3,6,30,0,NA,NA,0,5,1,1,1,0,0,1,"0","0",0
9,0,5,0,0,0,0,0,0,1,1,6,2,42,7,980,1,24,1,2,3,"07:45:00",3,6,30,0,NA,NA,0,5,1,1,1,0,0,1,"NA","NA",0
8,0,6,0,8,0,0,0,0,4,1,1,1,NA,NA,1798,8,1,1,2,4,"14:34:00",3,6,30,3,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
1,0,18,0,8,0,0,0,0,3,1,6,1,34,6,NA,NA,NA,1,2,4,"14:34:00",3,6,30,3,4,6,0,0,1,1,1,0,0,1,"0","0",0
8,0,18,0,8,0,0,0,0,1,1,1,1,54,8,NA,NA,NA,2,2,5,"02:34:00",5,6,30,3,4,6,0,0,4,1,1,0,0,1,"NA","NA",0
3,0,18,0,8,0,0,0,0,4,1,6,1,26,6,108,1,NA,1,2,5,"02:34:00",5,6,30,3,4,6,0,0,4,1,1,0,0,1,"0","0",0
9,0,9,0,8,0,0,0,0,4,1,6,2,60,9,1596,1,5,1,2,5,"16:59:00",4,6,30,6,4,5,0,0,1,1,1,0,0,1,"0","0",0
9,0,9,0,8,0,0,0,0,4,1,6,2,60,9,1596,1,5,1,2,5,"16:59:00",4,6,30,6,4,5,0,0,1,1,1,0,0,1,"0","0",0
9,0,9,0,8,0,0,0,0,4,1,6,2,60,9,1596,1,5,1,2,5,"16:59:00",4,6,30,6,4,5,0,0,1,1,1,0,0,1,"0","0",0
19,0,18,0,8,0,0,0,0,3,1,6,1,29,6,2402,2,5,1,2,5,"16:59:00",4,6,30,6,4,5,0,0,1,1,1,0,0,1,"0","0",0
9,0,18,0,2,0,0,0,0,3,1,6,1,79,11,1339,8,6,1,1,1,"14:14:00",3,6,30,3,4,3,0,0,1,1,1,0,0,1,"5","4",0
9,0,2,0,0,0,0,0,0,3,1,6,2,32,6,2494,8,NA,1,3,5,"18:05:00",5,6,30,0,NA,NA,0,4,1,1,1,0,0,1,"NA","NA",0
1,0,18,0,0,0,8,0,0,4,1,1,2,55,8,NA,NA,NA,1,3,5,"18:05:00",5,6,30,0,NA,NA,0,4,1,1,1,0,0,1,"0","0",0
9,0,18,0,0,0,0,0,0,1,1,1,1,37,7,2143,2,4,1,3,5,"18:05:00",5,6,30,0,NA,NA,0,4,1,1,1,0,0,1,"NA","NA",0
1,0,18,0,2,0,0,0,0,3,1,2,1,25,5,NA,NA,NA,1,2,5,"17:55:00",3,6,30,3,4,6,0,1,1,1,1,0,0,1,"0","0",0
9,0,3,0,2,0,0,0,0,4,1,2,2,60,9,1968,2,1,1,2,5,"17:55:00",3,6,30,3,4,6,0,1,1,1,1,0,0,1,"NA","NA",0
4,0,15,0,0,0,0,0,0,3,1,6,1,52,8,996,1,12,1,2,5,"18:40:00",3,3,30,0,NA,NA,0,5,1,1,1,0,0,1,"0","0",0
9,0,11,0,0,0,0,0,0,4,1,6,2,NA,NA,2995,8,2,NA,2,5,"18:40:00",3,3,30,0,NA,NA,0,5,1,1,1,0,0,1,"NA","NA",0
9,0,9,0,1,0,0,0,0,3,1,6,1,29,6,NA,NA,NA,1,2,3,"01:11:00",3,6,30,3,4,6,0,0,4,1,1,0,0,1,"NA","NA",0
9,0,13,0,1,0,0,0,0,4,1,6,1,48,8,1956,2,2,1,2,3,"01:11:00",3,6,30,3,4,6,0,0,4,1,1,0,0,1,"0","0",0
4,0,13,0,8,0,0,0,0,1,1,6,1,37,7,599,1,11,1,2,6,"09:20:00",5,6,30,3,4,6,0,1,1,1,1,0,0,1,"0","0",0
90,0,9,0,8,0,0,0,0,3,1,1,1,38,7,NA,NA,NA,NA,2,6,"09:20:00",5,6,30,3,4,6,0,1,1,1,1,0,0,1,"NA","NA",0
9,0,18,0,8,0,0,0,0,4,1,6,1,19,4,1388,1,13,1,2,3,"13:36:00",4,6,30,2,4,6,0,0,1,1,1,0,0,1,"0","0",0
9,0,18,0,8,0,0,0,0,4,1,6,1,19,4,1388,1,13,1,2,3,"13:36:00",4,6,30,2,4,6,0,0,1,1,1,0,0,1,"0","0",0
19,0,18,0,8,1,0,0,0,1,1,6,1,19,4,2198,2,1,1,2,3,"13:36:00",4,6,30,2,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,9,0,8,0,0,0,0,3,1,6,1,63,9,1968,2,3,1,2,4,"16:56:00",5,6,30,3,4,5,0,1,1,1,1,0,0,1,"NA","NA",0
4,0,18,8,8,0,0,0,0,1,1,6,1,44,7,249,1,5,1,2,4,"16:56:00",5,6,30,3,4,5,0,1,1,1,1,0,0,1,"0","0",0
9,0,9,0,8,0,0,0,0,3,1,6,1,21,5,1242,1,15,1,2,4,"00:21:00",3,6,30,6,2,3,0,5,4,1,1,0,0,1,"NA","NA",0
3,0,18,0,8,0,0,0,0,1,1,6,1,46,8,234,1,12,1,2,4,"00:21:00",3,6,30,6,2,3,0,5,4,1,1,0,0,1,"0","0",0
9,0,16,0,0,0,0,0,0,1,1,6,2,81,11,796,1,13,1,1,4,"11:30:00",4,6,30,0,NA,NA,0,5,1,1,1,0,0,1,"4","1",0
9,0,18,0,2,0,0,0,0,4,1,6,1,56,9,2200,2,19,1,2,5,"20:23:00",4,6,30,6,2,3,0,5,1,1,1,0,0,1,"NA","NA",0
3,0,7,0,2,0,0,0,0,1,1,6,1,26,6,NA,NA,NA,1,2,5,"20:23:00",4,6,30,6,2,3,0,5,1,1,1,0,0,1,"0","0",0
9,0,18,0,8,0,0,0,0,1,1,6,2,72,10,1995,2,5,1,1,5,"21:20:00",6,2,30,3,4,6,0,0,4,1,1,0,0,1,"9","9",0
3,0,18,0,0,0,10,1,0,2,1,6,1,20,4,124,1,10,1,2,3,"17:08:00",5,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"0","0",0
9,0,18,0,0,0,10,1,0,1,1,6,3,NA,NA,NA,NA,NA,NA,2,3,"17:08:00",5,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"NA","NA",0
8,0,18,2,8,0,0,0,0,1,1,1,1,55,8,2664,2,16,1,2,7,"20:02:00",3,3,30,3,4,6,0,0,4,1,1,0,0,1,"0","0",0
8,0,9,0,8,0,0,0,0,4,1,1,1,56,9,NA,NA,NA,NA,2,7,"20:02:00",3,3,30,3,4,6,0,0,4,1,1,0,0,1,"NA","NA",0
5,0,18,0,8,0,0,0,0,1,1,6,1,21,5,600,1,3,1,1,2,"07:30:00",3,6,30,6,2,3,0,5,1,1,1,0,0,1,"1","1",0
3,0,13,0,8,0,0,0,0,1,1,6,1,31,6,108,1,1,1,2,2,"14:00:00",3,6,30,3,4,6,0,1,1,1,1,0,0,1,"0","0",0
9,0,9,0,8,0,0,0,0,1,1,6,1,49,8,2499,2,19,1,2,2,"14:00:00",3,6,30,3,4,6,0,1,1,1,1,0,0,1,"NA","NA",0
1,0,18,0,1,1,0,0,0,1,1,6,1,39,7,NA,NA,NA,1,2,4,"08:00:00",3,6,30,6,2,3,0,5,1,1,1,0,0,1,"0","0",0
8,0,7,0,1,0,0,0,0,2,1,1,1,NA,NA,NA,NA,NA,NA,2,4,"08:00:00",3,6,30,6,2,3,0,5,1,1,1,0,0,1,"NA","NA",0
1,0,4,0,1,0,0,0,0,2,1,6,1,43,7,NA,NA,NA,1,2,2,"13:10:00",3,6,30,3,4,6,0,0,1,1,1,0,0,1,"0","0",0
8,0,18,0,1,0,0,0,0,1,1,1,1,NA,NA,1997,2,2,1,2,2,"13:10:00",3,6,30,3,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,9,0,8,0,0,0,0,1,1,6,1,44,7,1343,1,10,NA,2,3,"18:10:00",4,6,30,3,4,4,0,0,1,1,1,0,0,1,"NA","NA",0
1,0,18,0,8,0,0,0,0,1,1,6,1,51,8,NA,NA,NA,1,2,3,"18:10:00",4,6,30,3,4,4,0,0,1,1,1,0,0,1,"0","0",0
9,0,6,0,0,0,0,0,0,3,1,6,1,23,5,999,1,2,1,2,3,"16:33:00",3,6,30,0,NA,NA,0,0,1,1,1,0,0,2,"NA","NA",0
5,0,16,0,0,0,0,0,0,1,1,6,1,NA,NA,1050,1,1,1,2,3,"16:33:00",3,6,30,0,NA,NA,0,0,1,1,1,0,0,2,"0","0",0
1,0,18,0,8,0,0,0,0,1,1,6,2,31,6,NA,NA,NA,1,2,6,"18:00:00",3,6,30,3,4,6,0,1,1,1,1,0,0,1,"0","0",0
8,0,18,0,8,0,0,0,0,1,1,1,1,NA,NA,1798,8,1,NA,2,6,"18:00:00",3,6,30,3,4,6,0,1,1,1,1,0,0,1,"NA","NA",0
9,0,18,0,8,0,0,0,0,1,1,6,1,NA,NA,NA,NA,NA,NA,1,5,"19:00:00",3,6,30,3,4,6,0,1,1,1,1,0,0,1,"1","1",0
8,0,18,0,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,1,4,"17:20:00",3,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"5","1",0
1,0,18,0,1,0,0,0,0,1,1,6,1,28,6,NA,NA,NA,1,2,4,"17:30:00",3,6,30,3,4,6,0,0,1,1,1,0,0,1,"0","0",0
9,0,2,0,1,0,0,0,0,3,1,6,2,NA,NA,1149,1,10,1,2,4,"17:30:00",3,6,30,3,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
1,0,18,0,1,0,0,0,0,3,1,6,1,22,5,NA,NA,NA,NA,2,6,"18:09:00",3,6,30,3,2,4,0,5,1,1,1,0,0,1,"0","0",0
11,0,18,0,1,0,0,0,0,4,1,1,3,NA,NA,NA,NA,NA,NA,2,6,"18:09:00",3,6,30,3,2,4,0,5,1,1,1,0,0,1,"NA","NA",0
8,0,17,0,8,0,0,0,0,1,1,1,1,49,8,2143,2,1,1,2,6,"09:40:00",6,1,30,2,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
1,0,18,0,8,0,0,0,0,1,1,6,2,58,9,NA,NA,NA,1,2,6,"09:40:00",6,1,30,2,4,6,0,0,1,1,1,0,0,1,"0","0",0
8,0,11,0,0,0,0,0,0,4,1,6,1,49,8,2179,2,1,1,2,7,"17:04:00",6,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"NA","NA",0
3,0,18,0,0,0,0,0,0,1,1,6,1,17,4,124,1,10,1,2,7,"17:04:00",6,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"0","0",0
8,0,18,0,1,0,0,0,0,1,1,1,2,42,7,2499,2,NA,1,1,1,"16:20:00",5,2,30,3,4,3,0,1,1,1,1,0,0,1,"1","1",0
8,0,18,0,1,0,0,0,0,1,1,1,2,42,7,2499,2,NA,1,1,1,"16:20:00",5,2,30,3,4,3,0,1,1,1,1,0,0,1,"1","1",0
11,0,4,0,8,0,0,0,0,0,1,1,1,42,7,4760,2,3,1,1,5,"16:02:00",3,6,30,3,4,6,0,0,1,1,1,0,0,1,"0","0",0
11,0,4,0,8,0,0,0,0,0,1,1,1,42,7,4760,2,3,1,1,5,"16:02:00",3,6,30,3,4,6,0,0,1,1,1,0,0,1,"0","0",0
11,0,4,0,8,0,0,0,0,0,1,1,1,42,7,4760,2,3,1,1,5,"16:02:00",3,6,30,3,4,6,0,0,1,1,1,0,0,1,"0","0",0
3,0,18,0,8,0,0,0,0,1,1,6,1,23,5,NA,NA,NA,1,1,5,"15:44:00",3,3,30,6,4,4,0,4,1,1,1,0,0,1,"0","0",0
3,0,18,0,8,0,0,0,0,1,1,6,1,23,5,NA,NA,NA,1,1,5,"15:44:00",3,3,30,6,4,4,0,4,1,1,1,0,0,1,"1","3",0
8,0,2,0,0,0,0,0,0,4,1,1,1,40,7,998,1,5,1,2,5,"18:26:00",3,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"NA","NA",0
1,0,18,0,0,0,0,0,0,1,1,6,1,35,6,NA,NA,NA,1,2,5,"18:26:00",3,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"0","0",0
8,0,18,0,8,0,0,0,0,1,1,6,1,47,8,1997,2,4,1,2,5,"23:45:00",3,6,30,6,2,5,0,5,4,1,1,0,0,1,"NA","NA",0
1,0,9,0,8,0,0,0,0,1,1,6,1,38,7,NA,NA,NA,1,2,5,"23:45:00",3,6,30,6,2,5,0,5,4,1,1,0,0,1,"0","0",0
9,0,7,0,8,0,0,0,0,4,1,6,1,46,8,2148,2,7,1,2,6,"18:24:00",4,1,30,1,4,5,0,0,1,1,1,0,0,1,"NA","NA",0
2,0,7,0,8,0,0,0,0,1,1,6,1,NA,NA,125,1,9,NA,2,6,"18:24:00",4,1,30,1,4,5,0,0,1,1,1,0,0,1,"0","0",0
19,0,7,0,8,0,0,0,0,2,1,6,1,48,8,1248,2,6,1,2,2,"14:30:00",4,6,30,6,2,4,0,5,1,1,1,0,0,1,"0","0",0
9,0,18,0,1,0,0,0,0,1,1,6,1,NA,NA,1229,1,5,NA,2,2,"14:30:00",4,6,30,6,2,4,0,5,1,1,1,0,0,1,"NA","NA",0
1,0,18,0,2,0,0,0,0,2,1,6,1,40,7,NA,NA,NA,NA,2,6,"07:46:00",5,6,30,6,2,3,0,5,1,1,1,0,0,1,"0","0",0
9,0,13,0,2,0,0,0,0,1,1,6,1,NA,NA,2993,2,NA,NA,2,6,"07:46:00",5,6,30,6,2,3,0,5,1,1,1,0,0,1,"NA","NA",0
8,0,7,0,8,0,0,0,0,1,1,6,1,54,8,NA,NA,NA,1,1,4,"09:47:00",4,6,30,6,2,3,0,0,1,1,1,0,0,1,"5","1",0
11,0,18,0,0,0,0,0,0,1,1,6,1,37,7,7300,2,13,1,1,4,"08:12:00",3,6,30,0,NA,NA,0,4,1,1,1,0,0,1,"1","1",0
9,0,7,0,8,0,0,0,0,4,1,1,1,51,8,2987,2,4,1,2,4,"07:50:00",4,6,30,6,2,4,0,5,1,2,2,0,0,1,"NA","NA",0
1,0,18,0,8,0,0,0,0,3,1,6,1,32,6,NA,NA,NA,1,2,4,"07:50:00",4,6,30,6,2,4,0,5,1,2,2,0,0,1,"0","0",0
1,0,18,0,8,0,0,0,0,1,1,6,2,36,7,NA,NA,NA,1,2,4,"21:00:00",5,6,30,3,4,6,0,0,4,1,1,0,0,1,"0","0",0
9,0,9,0,8,0,0,0,0,3,1,6,3,NA,NA,NA,NA,NA,NA,2,4,"21:00:00",5,6,30,3,4,6,0,0,4,1,1,0,0,1,"NA","NA",0
1,0,18,0,1,0,0,0,0,1,1,6,2,47,8,NA,NA,NA,1,2,5,"08:05:00",4,6,30,6,4,6,0,1,1,1,1,0,0,1,"0","0",0
19,0,2,0,1,0,0,0,0,3,1,6,1,44,7,NA,NA,NA,1,2,5,"08:05:00",4,6,30,6,4,6,0,1,1,1,1,0,0,1,"NA","NA",0
3,0,18,0,8,0,0,0,0,1,1,6,1,30,6,125,1,7,1,2,5,"14:50:00",4,6,30,6,4,6,0,0,1,1,1,0,0,1,"0","0",0
8,0,18,0,8,0,0,0,0,3,1,1,1,53,8,NA,NA,NA,1,2,5,"14:50:00",4,6,30,6,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
19,0,9,0,8,0,0,0,0,1,1,1,1,27,6,1560,2,1,1,1,6,"12:26:00",5,6,30,3,2,3,0,5,1,1,1,0,0,1,"4","1",0
9,0,18,0,0,0,0,0,0,2,1,2,2,43,7,1560,2,1,1,2,6,"15:15:00",3,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,18,0,0,0,0,0,0,1,1,6,2,24,5,NA,NA,NA,1,2,6,"15:15:00",3,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"0","0",0
8,0,18,0,8,0,0,0,0,4,1,1,1,61,9,2231,2,8,1,1,6,"20:50:00",3,6,30,3,4,6,0,4,4,1,1,0,0,1,"4","1",0
9,0,12,0,0,0,0,0,0,3,1,6,2,38,7,1598,1,6,1,2,7,"08:25:00",3,7,40,0,NA,NA,0,0,1,1,1,0,0,1,"NA","NA",0
4,0,18,0,0,0,0,0,0,4,1,6,1,46,8,249,1,3,1,2,7,"08:25:00",3,7,40,0,NA,NA,0,0,1,1,1,0,0,1,"0","0",0
9,0,18,0,8,0,0,0,0,0,1,6,1,27,6,1989,1,13,1,1,7,"16:30:00",5,6,30,6,4,6,0,0,1,1,1,0,0,1,"5","1",0
9,0,9,0,8,0,0,0,0,3,1,6,2,46,8,1995,2,2,1,2,1,"15:20:00",6,2,30,3,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
1,0,18,0,8,0,0,0,0,1,1,6,1,21,5,NA,NA,NA,1,2,1,"15:20:00",6,2,30,3,4,6,0,0,1,1,1,0,0,1,"0","0",0
8,0,9,0,8,0,0,0,0,4,1,6,1,52,8,2499,2,6,1,2,3,"20:40:00",3,6,30,6,2,3,0,5,4,1,1,0,0,1,"NA","NA",0
3,0,18,0,8,0,0,0,0,1,1,6,1,20,4,125,1,7,1,2,3,"20:40:00",3,6,30,6,2,3,0,5,4,1,1,0,0,1,"0","0",0
9,0,9,0,8,0,0,0,0,1,1,6,2,NA,NA,1390,1,3,NA,1,4,"13:42:00",3,2,30,3,4,6,0,0,1,1,1,0,0,1,"5","1",0
8,0,9,0,8,0,0,0,0,1,1,1,1,52,8,2664,2,16,1,1,4,"10:23:00",6,6,30,3,4,3,0,0,1,1,1,0,0,1,"5","1",0
1,0,14,0,1,0,8,0,0,1,1,6,1,41,7,NA,NA,NA,1,2,5,"18:15:00",5,6,30,3,4,6,0,0,1,1,1,0,0,1,"0","0",0
9,0,2,0,1,0,0,0,0,3,1,6,1,NA,NA,1198,1,4,NA,2,5,"18:15:00",5,6,30,3,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
8,0,18,0,0,0,0,0,0,4,1,1,1,48,8,2664,2,15,1,2,7,"04:05:00",3,3,40,0,NA,NA,0,0,4,1,1,0,0,1,"0","0",0
9,0,18,0,0,0,0,0,0,1,1,6,1,24,5,2143,2,4,1,2,7,"04:05:00",3,3,40,0,NA,NA,0,0,4,1,1,0,0,1,"0","0",0
8,0,18,0,8,0,0,0,0,1,1,6,1,55,8,1796,1,4,1,1,1,"13:45:00",5,6,30,3,4,6,0,1,1,2,2,0,0,1,"1","1",0
9,0,3,0,8,0,0,0,0,2,1,6,1,60,9,1685,2,1,1,2,5,"07:42:00",3,6,30,3,2,5,0,5,1,1,1,0,0,1,"NA","NA",0
9,0,18,0,8,0,0,0,0,1,1,6,1,32,6,2231,2,3,1,2,5,"07:42:00",3,6,30,3,2,5,0,5,1,1,1,0,0,1,"0","0",0
1,0,18,0,8,0,0,0,0,2,1,6,1,24,5,NA,NA,NA,1,2,6,"23:19:00",6,6,30,3,4,6,0,0,4,1,1,0,0,1,"0","0",0
3,0,13,0,8,0,0,0,0,1,1,6,1,NA,NA,NA,NA,NA,NA,2,6,"23:19:00",6,6,30,3,4,6,0,0,4,1,1,0,0,1,"NA","NA",0
9,0,18,0,8,0,0,0,0,4,1,6,1,46,8,1968,2,1,NA,2,6,"17:43:00",5,6,30,6,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
8,0,18,0,8,0,0,0,0,1,1,6,1,32,6,NA,NA,NA,1,2,6,"17:43:00",5,6,30,6,4,6,0,0,1,1,1,0,0,1,"0","0",0
8,0,18,0,8,0,0,0,0,1,1,6,1,32,6,NA,NA,NA,1,2,6,"17:43:00",5,6,30,6,4,6,0,0,1,1,1,0,0,1,"0","0",0
1,0,11,0,0,0,10,0,0,3,1,6,1,35,6,NA,NA,NA,1,2,5,"15:45:00",3,6,30,0,NA,NA,0,0,1,1,1,0,0,2,"0","0",0
9,0,18,0,0,0,0,0,0,4,1,6,1,NA,NA,NA,NA,NA,NA,2,5,"15:45:00",3,6,30,0,NA,NA,0,0,1,1,1,0,0,2,"NA","NA",0
8,0,4,0,0,0,0,0,0,2,1,1,1,35,6,1797,8,5,1,2,7,"19:30:00",3,2,30,0,NA,NA,0,0,1,1,1,0,0,1,"0","0",0
9,0,4,0,0,0,0,0,0,1,1,6,1,NA,NA,1799,1,7,NA,2,7,"19:30:00",3,2,30,0,NA,NA,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,7,0,8,0,0,0,0,4,1,6,2,NA,NA,999,1,3,1,2,7,"18:30:00",3,6,30,3,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
1,0,18,0,8,0,0,0,0,1,1,6,1,26,6,NA,NA,NA,1,2,7,"18:30:00",3,6,30,3,4,6,0,0,1,1,1,0,0,1,"0","0",0
3,0,18,0,8,0,0,0,0,1,1,6,1,37,7,125,1,1,1,1,4,"15:20:00",3,6,30,3,2,3,0,0,1,1,1,0,0,1,"5","1",0
19,0,7,0,8,0,0,0,0,4,1,6,1,24,5,1995,2,2,1,2,4,"13:35:00",3,6,30,3,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
1,0,18,0,8,0,0,0,0,1,1,6,1,35,6,NA,NA,NA,NA,2,4,"13:35:00",3,6,30,3,4,6,0,0,1,1,1,0,0,1,"0","0",0
3,0,18,0,8,0,0,0,0,1,1,6,1,29,6,125,1,12,1,2,3,"19:32:00",3,6,30,3,4,6,0,4,4,1,1,0,0,1,"0","0",0
8,0,9,0,8,0,0,0,0,3,1,1,1,21,5,2499,2,NA,NA,2,3,"19:32:00",3,6,30,3,4,6,0,4,4,1,1,0,0,1,"NA","NA",0
9,0,3,0,8,0,0,0,0,2,1,6,1,40,7,1896,2,11,1,2,4,"22:45:00",3,6,30,3,2,4,0,5,4,1,1,0,0,2,"0","0",0
3,0,18,0,8,0,0,0,0,1,1,6,1,NA,NA,124,1,7,NA,2,4,"22:45:00",3,6,30,3,2,4,0,5,4,1,1,0,0,2,"NA","NA",0
1,0,18,0,8,0,0,0,0,1,1,6,1,19,4,NA,NA,NA,1,2,2,"15:15:00",3,6,30,3,4,6,0,1,1,1,1,0,0,1,"0","0",0
9,0,4,0,8,0,0,0,0,2,1,6,2,NA,NA,NA,NA,NA,1,2,2,"15:15:00",3,6,30,3,4,6,0,1,1,1,1,0,0,1,"NA","NA",0
9,0,3,0,8,0,0,0,0,2,1,6,2,39,7,1591,1,1,1,2,3,"14:55:00",3,6,30,6,2,3,0,5,1,1,1,0,0,1,"0","0",0
9,0,18,0,8,0,0,0,0,1,1,6,1,NA,NA,NA,NA,NA,NA,2,3,"14:55:00",3,6,30,6,2,3,0,5,1,1,1,0,0,1,"NA","NA",0
1,0,16,0,8,0,0,0,0,1,1,6,1,57,9,NA,NA,NA,1,2,1,"07:40:00",3,6,30,3,4,3,0,0,1,1,1,0,0,1,"0","0",0
9,0,9,0,8,0,0,0,0,1,1,6,2,38,7,1339,8,2,1,2,1,"07:40:00",3,6,30,3,4,3,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,18,0,8,0,0,0,0,4,1,6,1,NA,NA,1798,1,6,NA,2,1,"10:49:00",3,6,30,3,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
1,0,18,0,8,0,0,0,0,3,1,6,1,39,7,NA,NA,NA,1,2,1,"10:49:00",3,6,30,3,4,6,0,0,1,1,1,0,0,1,"0","0",0
9,0,18,0,8,0,0,1,0,1,1,6,1,51,8,NA,NA,NA,NA,2,6,"05:57:00",3,3,30,6,2,4,0,5,4,2,2,0,0,1,"0","0",0
9,0,18,0,8,0,0,1,0,1,1,6,1,51,8,NA,NA,NA,NA,2,6,"05:57:00",3,3,30,6,2,4,0,5,4,2,2,0,0,1,"0","0",0
9,0,18,0,8,0,0,1,0,1,1,6,1,51,8,NA,NA,NA,NA,2,6,"05:57:00",3,3,30,6,2,4,0,5,4,2,2,0,0,1,"0","0",0
9,0,7,0,8,0,0,0,0,3,1,6,1,NA,NA,NA,NA,NA,NA,2,6,"05:57:00",3,3,30,6,2,4,0,5,4,2,2,0,0,1,"NA","NA",0
1,0,3,0,8,0,0,0,0,2,1,6,1,36,7,NA,NA,NA,1,2,6,"07:59:00",3,6,30,3,2,5,0,5,1,1,1,0,0,1,"0","0",0
9,0,18,0,8,0,0,0,0,1,1,6,1,NA,NA,NA,NA,NA,NA,2,6,"07:59:00",3,6,30,3,2,5,0,5,1,1,1,0,0,1,"NA","NA",0
9,0,12,0,0,0,0,0,0,3,1,6,1,27,6,2143,2,1,1,2,1,"21:44:00",3,2,30,0,NA,NA,0,4,4,1,1,0,0,1,"NA","NA",0
3,0,18,0,0,0,0,0,0,4,1,6,1,23,5,108,1,1,1,2,1,"21:44:00",3,2,30,0,NA,NA,0,4,4,1,1,0,0,1,"0","0",0
9,0,18,0,0,0,0,0,0,1,1,6,1,35,6,1749,1,13,1,2,7,"17:40:00",3,6,30,0,NA,NA,0,5,1,1,1,0,0,1,"NA","NA",0
9,0,3,0,0,0,0,0,0,2,1,6,1,38,7,1600,2,6,1,2,7,"17:40:00",3,6,30,0,NA,NA,0,5,1,1,1,0,0,1,"0","0",0
9,0,3,0,0,0,0,0,0,2,1,6,1,38,7,1600,2,6,1,2,7,"17:40:00",3,6,30,0,NA,NA,0,5,1,1,1,0,0,1,"0","0",0
9,0,7,0,8,0,0,0,0,1,1,6,2,40,7,1598,1,8,1,1,1,"17:35:00",5,6,30,6,2,3,0,5,1,1,1,0,0,1,"1","1",0
